File_Name,Text_Content,Annotator_1,Annotator_2,Annotator_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNNNews_20,"             In December 2018, Marshae Jones of Alabama was shot in the stomach while she was five months pregnant. She survived, but the fetus she was carrying did not.                    The woman who shot Jones claimed she was acting in self-defense and wasnt prosecuted. Jones, on the other hand, was indicted by a grand jury on a manslaughter charge that shed intentionally caused the death of her unborn baby.                    The charges, for which Jones could have served up to 20 years in prison if convicted, were dropped following a huge public outcry in a case that illustrates the real legal jeopardy women could find themselves in if the rights of their unborn children are given precedence over their own.                    Fetal personhood  a movement advocating that fetuses should have the same legal protections as people  is inexorably linked to the prosecution of pregnant women. If a fetus can be regarded as a homicide victim under personhood laws, its rights can supersede those of the living, breathing person carrying it.                   When the Supreme Court established a constitutional right to abortion in the landmark Roe v. Wade decision in 1973, it rejected the concept of fetal personhood, recognizing that fetuses have never been given full legal rights under the Constitution.                      The unborn have never been recognized in the law as persons in the whole sense, the justices wrote in their opinion.                     If Roe is overturned, a number of states have trigger laws in place that will almost immediately make abortion illegal. The broad drafting of some abortion trigger laws defines the start of pregnancy as the moment of fertilization, thereby encompassing not only fetuses but also embryos and even fertilized eggs. This degree of protection, persistently advocated for by the personhood movement, creates a legal quagmire with potentially terrifying ramifications.        Criminalizing abortion opens the door for people to be charged with murder or manslaughter for miscarriages over which they have no control. Since Roe, there have been hundreds of instances in which a womans pregnancy has been a decisive factor in attempted and actual deprivations of her physical liberty.         Court cases of past years offer a glimpse of how vulnerable pregnant people are to legal action.         Jennifer Jorgensen of New York was convicted of manslaughter for what prosecutors claimed was reckless behavior after she was involved in a car crash in 2008. Jorgensen, who was eight months pregnant at the time, had to get an emergency cesarean section, but her baby died six days later. She reportedly hadnt been wearing a seatbelt, but prosecutors also alleged that she was high on drugs and alcohol at the time, and that this behavior led to the death not only of two people, Robert and Mary Kelly, but also her baby. Jorgensen was cleared on all counts, except the manslaughter charge arising from the death of her child.                    The manslaughter conviction was later overturned, but only because a judge ruled that state legislators didnt intend to hold pregnant women criminally responsible for conduct with respect to themselves and their unborn fetuses unless such conduct is done intentionally.                      In 2021, Brittney Poolaw was sentenced to four years in prison for first-degree manslaughter following a miscarriage, after she admitted to hospital staff that she had used illegal drugs while pregnant.                   Prosecutors couldnt prove that substance abuse caused Poolaws miscarriage. A medical examiner testified that a number of conditions, including congenital abnormalities, might have triggered it. Her attorney has since filed a notice of intent to appeal  a significant risk, since by appealing her conviction, she risks being reconvicted, and possibly receiving the maximum life sentence for manslaughter.                    Fetal homicide laws meanwhile, which exist in roughly three dozen states, originated as a means of punishing those who harm pregnant women. They have swiftly evolved however into instruments to prosecute women. And as these laws become more entrenched, precedent builds upon precedent: Allowing for the possibility of fetal homicide broadens the potential to legally punish pregnant women for any harm that comes to their fetus.                     When feticide laws are used against mothers, the prosecutions often involve alleged drug use, but they have the potential to be used in a wide range of scenarios when prosecutors believe that a fetus might have been endangered.                     In 2008, a man in Indiana shot Katherin Shuffield, a bank teller pregnant with twins, during a robbery. Shuffield survived, but her twins did not, and the man was charged with two counts of feticide. He was convicted and sentenced to 53 years in prison.                   Indiana??s feticide law was later applied to a 2010 case involving a woman named Bei Bei Shuai who tried to kill herself while she was eight months pregnant. She lived, but her baby was born and then died a few days later. Shuai was charged with murder and attempted feticide. The charges against her were droppe",5,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNNNews_21,,5,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNNNews_22," What is medication abortion?               Medication abortion, also known as medical abortion, is a method by which someone ends their pregnancy by taking two pills, rather than having a surgical procedure.                    The first pill is mifepristone, sold under the brand names Mifeprex or Korlym. Its also known as RU 486. The second pill is called misoprostol.        The battle over medication abortion is the warm-up fight as the Supreme Court weighs gutting Roe   How does it work?               Mifepristone blocks a hormone called progesterone, which the body needs for the pregnancy to continue. The hormone helps maintain the inside of the uterus. When the hormone is absent, the uterus will expel its contents.                   After taking mifepristone, the patient waits 24 to 48 hours to take misoprostol. That helps empty the uterus through bleeding and muscle contractions.                   The drugs typically cause intense cramps and heavy bleeding for about 3 to 5 hours. A regular menstrual period will usually resume in a couple of weeks.                   Within 14 days of taking the medicine, the patient will go back to a health clinic or doctors office for a follow-up appointment. A health care professional will do a lab test or an ultrasound to confirm that the abortion is complete. They will also check the patient for infection.        When can you have a medication abortion?               The drugs can be taken immediately after someone learns that theyre pregnant, up to 10 weeks after the first day of the last menstrual period.        What abortion access looks like in America even before the Supreme Court reconsiders Roe v. Wade   Can you get pregnant again after having it?               Yes, but a person who takes these drugs needs to use a birth control for at least a month afterward.       When was the process approved?               The FDA approved mifepristone, coupled with misoprostol, for abortion use in 2000. This combination is also available in more than 60 other countries.                   In 2016, the FDA approved a supplemental application from the maker of Mifeprex to change the regimen and the drug label.    Who shouldnt take the drugs?               Medication abortion medicines shouldnt be taken 70 or more days after the start of the last menstrual period.                    People who have certain health conditions or who have had an ectopic pregnancy, a rare event in which the fertilized egg implants outside the uterus, shouldnt have a medication abortion.                    It??s not recommended for people who have an intrauterine device (IUD) for birth control, although it can be removed before the medication abortion. People on long-term systemic corticosteroid therapy and those who are allergic to the drugs or similar medications also shouldn??t use them.                   People with anemia can take the drugs, but they may need more monitoring because of the bleeding that happens.       How many people use this method?               An increasing number of people have had medication abortions since its approval. A 2017 study from the Guttmacher Institute, a reproductive rights think tank, found that an estimated 60% of people chose this method.                   A 2018 study from the Kaiser Family Foundation had a similar finding, noting that 54% of abortions before nine weeks of gestation were done through medication.        ",1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNNNews_23,"             Earlier this month, a British woman who used medication to terminate a pregnancy after the UKs legally allowed limit was sentenced to 28 months in prison under Victorian-era legislation, in a case that has sparked calls for an overhaul of reproductive justice laws in the country. The woman, who has three children, will serve 14 months in custody and the remainder on license after her release.          How has your life changed since the Roe v. Wade reversal?               One year after the US Supreme Court struck down Roe v Wade and reignited a worldwide protest movement against restricting abortion access, pro-choice advocates in the UK say little progress has been made to increase access to reproductive health services.                     Its just ridiculous that the state, the government, keeps just involving themselves like in birthing peoples rights to choose abortion, Nadia Hirsi, a 23-year-old actress and theater maker based in London, told CNN as she attended the protest in central London.                    Jennifer Dean, a London-based blogger in their 50s, who was also at the protest, said: Our body, our choice means as much to the trans community as it does to cisgender women & I dont have a womb. But, you know, it should be whoever has a womb should have the choice what they do with it.                    Jenny Wickham, a 75-year-old pro-choice campaigner who has been demonstrating since the 1960s, told CNN: The liberalization of abortion law is under threat like never before.                   Abortion is currently legal in the UK up to the first 24 weeks of pregnancy. After this threshold, women found to have administered drugs to terminate a pregnancy are liable to receive a prison sentence up to a life term.                     In the recent headline-making case, the mother-of-three, 44, was handed her 28-month sentence by a judge in Stoke-on-Trent Crown Court in central England under the Offences Against the Person Act, which dates back to 1861. The woman was between 32 and 34 weeks pregnant at the time she took the medication, the court heard.                    Barrister Charlotte Proudman called the act itself ancient in an interview with CNN, highlighting that it was written at a time when women didnt even have the right to vote in the UK.                     Proudman was one of more than 60 signatories of a letter addressed to the Director of Public Prosecutions for England and Wales last summer which highlighted the cases of two women who at the time faced prosecution for terminating a pregnancy.                     She feels disappointed that little change has been enacted since the letter, saying there is real fear that this landmark conviction may result in further convictions.                     In the past decade, 67 prosecutions have taken place in England and Wales under the same legislation, opposition lawmaker Stella Creasy told the UK parliament on June 15.                     Proudman has observed a collective outrage and anger at the recent conviction, especially at the fact that [the woman] could even be prosecuted for this type of crime.                     I think, you know, people generally have been fairly shocked as well that abortion-related offenses still exist on the statute books,?? she added.                     Proudman said the decision of the US Supreme Court last year to overturn the landmark Roe v Wade ruling had made her reflect on the state of abortion laws in the UK.                     ??I was now thinking, well hang on a minute ?? look at what??s happening closer to home. England, Wales, Scotland and the fact that abortion still remains a criminal offense subject to certain exceptions,?? she said.                     In 2019, lawmakers in the British parliament voted for legislation which ended the criminalization of abortion in Northern Ireland, essentially placing its laws at odds with the rest of the UK.                     Charity campaigners like Katherine O??Brien of the British Pregnancy Advisory Service (BPAS) said they are now making what she called a ??straightforward?? argument for the extension of this legislation to the rest of the UK.        ",2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNNNews_24," Medication abortion, also known as medical abortion, is a method by which someone ends their pregnancy by taking two pills, rather than having a surgical procedure. The first pill is mifepristone, sold under the brand names Mifeprex (formerly RU 486) or Korlym. The second pill is misoprostol.    Medication abortion now accounts for more than half of all US abortions, according to the Guttmacher Institute, a research and policy organization focused on sexual and reproductive health.        Opinion: The conflicts in a post-Roe America are just beginning               When mifepristone was approved by the FDA in 2000, it was restricted for use only to end a pregnancy 10 weeks or less after the first day of the persons last menstrual period.                    The FDA told Politico that it was concerned that providers who gave medication for an abortion before they were pregnant wouldnt be able to properly oversee their patients care, including telling how far along the pregnancy is or whether its inside the uterus (intrauterine) or outside the uterus (ectopic). Mifepristones labeling says it should not be used in cases of ectopic pregnancy.                   The FDA did not have a direct response to the report when CNN asked for comment.                    Theyre not acknowledging peoples ability to understand their own bodies and know whats right for them, said Ushma Upadhyay, a professor in the Department of Obstetrics, Gynecology and Reproductive Science in the University of California, San Franciscos Bixby Center for Global Reproductive Health.                The FDAs concern about provider oversight is not based on evidence, Upadhyay said. Some studies shes worked on have found that people are generally capable of determining how far along they are in their pregnancy. Several other studies have also shown that self-management  proceeding without direct medical supervision  with this kind of medication is safe and effective.        I'm a doctor. The law shouldn't force me to hurt my patients this way               Patients should also be trusted to know when it is appropriate for them and when it is not to seek help from a provider, Upadhyay said.                   The FDA relaxed certain federal regulations around medication abortion during the Covid-19 pandemic.                    Since 2011, mifepristone has been the subject of a type of restricted program the FDA uses to make sure the benefit of certain drugs outweighs any risk.                    There are 62 drugs in these programs, including some medications to treat cancer or MS, antipsychotics, opioids and testosterone. These medicines usually have some kind of contraindications, and the program requires a provider to be certified to administer them. For some, the provider must follow a specific plan to educate the patient about how the drug works.                   In December, the FDA allowed medication abortion pills to be sent by mail and said it would no longer enforce a rule that required people to get the first of the two pills in person at a clinic or hospital.                   Organizations like Choix, a California-based telehealth organization for reproductive and sexual health, have been prescribing mifepristone to people who arent pregnant as a way to expand access and to give the patient the power to access care when they need it with the support they deserve, Choix CEO Cindy Adam said.     'Heartbreaking' stories go untold, doctors say, as employers 'muzzle' them in wake of abortion ruling               Providing abortion care via telehealth, including advance provision, allows us to decrease the multitude of barriers to care that patients face and provides patients peace of mind, Adam said in an email to CNN. For some people, the time between finding out theyre pregnant and receiving abortion pills in the mail can be extremely stressful, and presents a range of challenges related to privacy, logistics, finances, their health, and more.                   Someone who uses Choix is counseled on what precautions they need to take when they get the medicine and screened for risk factors like a previous ectopic pregnancy, abdominal surgery or sexually transmitted infection, Adam said. Theyre told to seek additional care if they become pregnant and get a referral for in-person care if they need it.                   ??We??re also proud to offer ongoing, supportive abortion care from our providers as part of our advance provision service to support patients throughout the process,?? she said.         36% of US counties are 'maternity care deserts,' raising risks for women and babies, new report finds               Politico said the FDA would not comment on whether it is considering any changes to its restrictions or if it planned to enforce its regulations by fining doctors or companies that prescribe mifepristone in a way that is not approved.                   ??Providers are fully able to prescribe medications off-label, and in fact, some prescribe mifepristone up to 12 weeks?? into a pregnancy,  Upadhyay ",5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNNNews_25,"             The draft opinion, obtained and authenticated by Politico, heralds what would be a massive victory for the conservative movement decades in the making. It set off immediate condemnation and calls for action from leading liberal and medical groups and Democratic leaders, as well as protests outside the Supreme Court building.                   The bombshell concerns a draft majority opinion, written by conservative Justice Samuel Alito, that slammed the landmark 1973 Roe v. Wade decision enshrining the right to an abortion as wrongly decided. It was circulated in early February, according to Politico, but the final opinion isnt expected to be published until late June. Votes and language can change before opinions are formally released.         What to know about the stunning disclosure of a draft Supreme Court opinion that could spell the end of national abortion rights               CNN has not independently confirmed the documents authenticity. A Supreme Court spokesperson declined to comment to CNN.                   But if the high court follows through on such a decision in the coming weeks, it would engineer a massive shift in American life and law  and provide a startling sign of just how fundamentally the conservative majority, solidified by former President Donald Trump, will change society in the decades to come. It would potentially cast into doubt all kinds of precedents and past court rulings that have been regarded as settled law for years.                    If the final decision is issued along the lines of Alitos draft, millions of American women could have a fundamental right, which many have known all of their lives, taken away. But millions of people who believe that life begins at conception would celebrate such a ruling.                    There will be weeks of debate about the legal reasoning and implications behind Alitos draft opinion.         Crowd gathers outside the Supreme Court after draft opinion circulated that would strike down Roe v. Wade               But in practice, such a ruling would seem likely to send the issue back to the states. That might mean abortion would be quickly banned by state legislatures in Republican-run states but remain legal in Democratic-run states. Such a scenario would further drive a schism between two halves of the country, which has been exacerbated by increasingly polarized politics in recent years.                   The emergence of the draft is also stunning in itself. It represents a major and likely unprecedented breach in court confidentiality that is almost certain to worsen the politicization of the court, which has been dragged deeper into partisanship since it decided the 2000 election in favor of George W. Bush over then-Vice President Al Gore and has only accelerated ever since.                    The draft also opened an unexpected new dimension to the midterm election campaign. The drama could stoke turnout in November for both parties.                   For now, it validates the decision of social conservatives to stick with Trump after he vowed to nominate justices that would overturn the constitutional right to abortion despite reservations about his moral conduct.         'Unbelievable shift': Klobuchar reacts to draft Supreme Court opinion               And if the court issues such an opinion, it would mean the ex-Presidents political legacy could endure potentially for decades.                   Such a ruling would reignite Democratic fury at then-Senate Majority Leader Mitch McConnells refusal to confirm then-President Barack Obamas Supreme Court pick, Merrick Garland, in 2016. Four years later, the GOP leader ignored his own rule prohibiting confirmations in an election year when he rushed through Trumps pick, Amy Coney Barrett, days before the November contest.                   There is a possibility, however, that a final ruling to overturn Roe v. Wade  rather than a slower process of outlawing abortion with a more incremental set of decisions over time  could galvanize Democratic turnout, especially from women, in an election in which the party was girding for heavy losses.                   A CNN poll conducted by SSRS in January showed, for instance, that 69% of Americans opposed overturning Roe while 30% supported such a move.        Left and right react to unprecedented Supreme Court leak in different ways               CNN legal analyst and Supreme Court biographer Joan Biskupic reported late Monday that Chief Justice John Roberts did not want to completely overturn Roe, meaning he would have dissented from part of Alitos draft opinion, likely with the top benchs three liberals.                   That would still give the conservatives a 5-4 majority on the issue.                   Roberts is willing, however, to uphold the Mississippi law that would ban abortion at 15 weeks of pregnancy, CNN has learned. Under current law, government cannot interfere with a womans choice to terminate a pregnancy before about 23 weeks, when a fetus could live outside the womb.                   Democrats were quick to react to the Politico report, with many senators, or would-be senators, zeroing in on the filibuster.                   As the reverberations from the story rocked Washington on Tuesday morning, President Joe Biden issued a written statement that began with the caveat that it was unknown whether the draft was genuine and represented the final decision of the court. But he recalled that his administration had argued before the justices that Roe v. Wade was based on a long line of precedent.                   I believe that a woman??s right to choose is fundamental,?? Biden wrote. ??Roe has been the law of the land for almost fifty years, and basic fairness and the stability of our law demand that it not be overturned.??                   Late Monday, and in order to try to protect the right to an abortion legislatively, Vermont Sen. Bernie Sanders called on Democratic leaders to eliminate the requirement for major legislation to achieve a super majority of 60 votes to pass. ??Congress must pass legislation that codifies Roe v. Wade as the law of the land in this country NOW,?? Sanders wrote, calling for ",0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNNNews_26,"             With abortion banned in more than a dozen states and restricted in many others, its become about twice as common for people in the United States to travel across state lines for their abortion care, a new analysis found.        See where abortions are banned and legal  and where its still in limbo               Nearly 1 in 5 people who had an abortion in the first half of 2023  more than 92,000 people  traveled across state lines for their care, according to a report from the Guttmacher Institute, a research and policy organization focused on sexual and reproductive health that supports abortion rights. In a similar timeframe in 2020, before the US Supreme Courts Dobbs decision revoked the federal right to abortion, less than 1 in 10 people left their home state for an abortion  about 50,000 fewer people.                   The data probably understates the impact that the Dobbs decision has had, says Isaac Maddow-Zimet, a data scientist with the Guttmacher Institute and lead researcher for the new report. More people are traveling for abortion care, and theyre traveling farther  largely because many states with bans and restrictions border each other.                   Folks from Texas, for example, might have been traveling to Oklahoma [in 2020]. Now, in 2023, those folks are still traveling, but they cant travel to Oklahoma anymore. It leads to a situation where people have to cross multiple state lines and travel very far distances, Maddow-Zimet said. And when you have to travel so much farther, the costs start to multiply. It really implies much higher financial costs and much higher logistical costs.                   The increase in travel is changing the clinical needs for people seeking abortions, and providers are adapting.                   Clinics in Ohio are seeing patients at later gestational age, said Dr. Adarsh Krishen, chief medical officer of Planned Parenthood of Greater Ohio. And although medication abortion is still most common, more patients are opting for procedural abortion, he said, especially those who have traveled from other states who want to be sure it was effective.                   We treat each patient as an individual. Our commitment is to make sure that theyre getting the health care they need and deserve, Krishen said. There are just added layers of complexity.        In the South, looming uncertainty threatens the limited abortion access that remains               Supporting patients outside of the exam room also looks different.                   The abortion itself is the same no matter if you come from a banned state or you come from a state where abortion is still protected, said Amy Hagstrom Miller, the founder and chief executive officer of Whole Womans Health, an abortion provider with clinics in multiple states. But when a patient is in our clinic, lots of different things come into effect.                   People who traveled for abortion care may have time pressures, with a flight to catch or a long drive home, she said. Many have driven hundreds of miles and often travel with the family  both children and elders  whom they support.                   Whole Womans Health has adapted its waiting rooms accordingly, Hagstrom Miller said. In New Mexico, for example, clinics have a separate waiting room area with toys, snacks and comfortable couches to better serve patients and their families, especially those who have traveled for long hours.                   Nearly three-quarters of the abortions in New Mexico were provided to people who had traveled across state lines, according to the new data from the Guttmacher Institute. More than 8,200 people from out of state had an abortion in New Mexico in the first half of 2023. Only Illinois and North Carolina saw more out-of-state patients.                   ??The amount of things that people bring with them, literally and figuratively, is very different,?? Hagstrom Miller said. ??They??re tired and fatigued, but mostly they??re just so resolved. They??ve gone through so much to get that appointment. There is not indecision.??                   The new data from the Guttmacher Institute is based on a monthly survey of a core set of providers and broadened to the state level using a model that also factors in historical trends. Estimates represent abortions provided within formal health care settings, including in-person clinics and telehealth, but do not include data on self-managed abortions, such medication abortion provided by AidAccess.                   Earlier reports have found that abortions increased in the US overall after the Dobbs decision, especially in states that borde",2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNNNews_27,"             Trigger laws in three states  Idaho, Tennessee and Texas  will take effect Thursday, banning abortions in their respective states with few exceptions, though litigation continues around certain aspects of some of those states bans. These laws were designed to take effect 30 days following the US Supreme Courts transmission of its judgment overturning Roe v. Wade  a procedural step by the court that occurred on July 26.                   On Saturday, an Oklahoma law enacting higher criminal penalties for performing illegal abortions takes effect, adding to the states already tough laws prohibiting the procedure.                   For about 9.9 million women of reproductive age (15-49) in these five states, access to abortion will be impacted by these laws, according to the Guttmacher Institute, a research and policy organization focused on sexual and reproductive health that supports abortion rights. With these laws in place, nearly one-third of US states will have restrictions or a near-total ban on abortion, according to abortion rights groups.        Where state abortion bans stand amid legal challenges               Before Thursday, abortion was already effectively banned in Texas, with clinics ceasing abortions as result of two Texas laws that could open them up to civil suits.                   Texas trigger law, passed in 2021, makes abortions illegal unless the pregnant woman is at risk of death or substantial impairment of a major bodily function. It does not provide exceptions in cases of rape or incest.                   Abortions up to six weeks of pregnancy had been available in Tennessee, but the law going into effect on Thursday bans abortions at all stages of pregnancy, except when necessary to prevent the pregnant womans death or serious risk of substantial and irreversible impairment of a bodily function. Like Texas, Tennessee would also not allow for abortions in cases of rape or incest.        Judge blocks enforcement of Idaho's abortion ban in medical emergencies day before it was set to take effect               Idaho had also recently outlawed abortions after fetal cardiac activity is detected, which can occur around six weeks into pregnancy. Idahos trigger law prohibits performing abortions unless necessary to prevent the death of the pregnant woman, or in situations of rape or incest that have been reported to law enforcement. A federal judge issued a preliminary order Wednesday blocking enforcement of Idaho??s ban in certain medical emergenc",3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNNNews_28,"             Now that the Supreme Court has overturned Roe v. Wade, much will rest on what laws states put in place  particularly those governing their residents ability to obtain abortions in other states and to be prescribed medication abortions, experts say.                   It would depend upon the legal language, said Doniella Pliss, a director on the health insurance ratings team at AM Best, a credit rating agency. For an insurance company, that is not an ideological issue. & They will go strictly by what the law is.                   Another important element is whether employers offer self-insured coverage, which is governed by federal regulation, or fully insured policies, which must comply with state rules. In the former, companies pay their workers health care costs, while in the latter, they contract with state-licensed insurers to cover the claims. Many large employers are self-insured.                   Health insurance coverage of abortion has long faced many limitations.                   Some 34 states and the District of Columbia allow Medicaid to cover abortions only in cases of rape, incest or endangerment of the womans life because of the Hyde Amendment, which restricts federal funding of the procedure, according to the Kaiser Family Foundation. The remaining 16 states use their own money to provide broader Medicaid coverage of abortion.                   Some 26 states prohibit policies sold on their Affordable Care Act exchanges from covering abortion, with certain exceptions.                   When it comes to job-based plans, 11 states have laws that bar abortion benefits, with certain exceptions, in small business and large employer policies that the states regulate. Some states may allow abortion coverage to be purchased as a rider, according to Kaiser.                   Seven states have laws that require all of their fully insured employer plans, as well as Obamacare and other individual market policies, to provide abortion benefits.                   The federal law that regulates self-insured plans, the Employee Retirement Income Security Act of 1974, known as ERISA, does not contain any abortion coverage limitations or requirements.                   But the federal Pregnancy Discrimination Act requires all employers that offer health insurance and have 15 or more workers to cover abortion if the woman??s life is at risk.                    About 10 states have effectively banned abortion since Friday??s Supreme Court ruling. And 26 states are certain or likel",3,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNNNews_29,"             About a quarter of large U.S. employers heavily restrict coverage of legal abortions or dont cover them at all under health plans for their workers, according to the latest employer health benefits?survey by KFF.                   The findings demonstrate another realm, beyond state laws, in which access to abortion care varies widely across America since the Supreme Court overturned the constitutional right to abortion last year in?Dobbs v. Jackson Womens Health Organization.                   More than ever, where someone works and the constraints of their health insurance can determine whether an abortion is possible. Workers without coverage are left to pay out-of-pocket for abortion care and related costs.        Premiums for family health insurance at work jump to nearly $24,000 this year               In 2021, the median costs for people paying out-of-pocket in the first trimester were $568 for a medication abortion and $625 for an abortion procedure,?according to a report?from Advancing New Standards in Reproductive Health at the University of California-San Francisco. By the second trimester, the cost increased to $775 for abortion procedures.                   KFFs 2023 annual survey found that 10% of large employers  defined as those with at least 200 workers  dont cover legal abortion care under their largest job-based health plan. An additional 18% said legal abortions are covered only in limited circumstances, such as when a pregnancy is the result of rape or incest, or endangers a persons life or health.                   The share of employers that said they dont cover abortion under any circumstances is bigger than I would have expected, said Matthew Rae, an associate director at KFF who helped conduct the survey.                   So far, 14 states, mostly in the South and Midwest, have enacted near-total abortion bans, and an additional seven states have instituted gestational limits between six and 18 weeks. Abortion is legal in 24 states and the District of Columbia.                   Sharply divergent state abortion laws solidified in the aftermath of the?Dobbs?decision compound the complexity for employers with workers across multiple states, Rae said. Many large companies employ people in places with vastly different abortion policies, and their health benefits are more likely to cover dependents who may live elsewhere.                   Those dependents can be college kids  and college kids can be anywhere  or any other type of dependent who could just spread out over an area much larger than where you just have actual physical establishments, Rae said.                   The KFF survey found that about a third of large companies said they cover legal abortions in most or all circumstances; the largest companies, with at least 5,000 employees, were more likely to offer the benefit compared with smaller firms. An additional 40% said they were unsure of their coverage  perhaps because employer policies are in flux, Rae said.        See where abortions are banned and legal  and where its still in limbo               Employer health plans treatment of abortion has changed little since the?Dobbs decision, the survey found. Among companies that said they did not cover legally provided abortion services or covered them in limited circumstances, 3% reduced or eliminated abortion coverage. By contrast, of the large companies that generally covered abortion, 12% added or significantly expanded coverage.                   That??s in sharp contrast to the rapidly changing laws governing abortion access in the states. It??s unclear whether workers at companies that don??t cover abortion or heavily restrict coverage are located primarily in states that have outlawed the procedure.                   The KFF survey includes information from more than 2,100 large and small companies on their health benefits and the related ",1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNNNews_30,"             At about 10 weeks, Nancy Davis baby was diagnosed with acrania, a rare congenital disorder in which a fetus skull does not form inside of the womb, according to a statement from civil rights attorney Ben Crump, who represents Davis.                   Acrania is a lethal condition with death within the first week of life, according to the Fetal Medicine Foundation.                    However, after Davis decided to get an abortion, the hospital allegedly chose not to perform it, the statement said.        Where state abortion bans stand amid legal challenges               Ms. Nancy Davis was put in a horrifically cruel position by the State of Louisiana, left with only two choices: To carry the fetus until its inevitable death or to travel to another state to end the pregnancy weeks after she made the incredibly painful decision to do so, Crump said in a statement Thursday.                   Earlier this month, Davis spoke to CNN affiliate WAFB about her situation, saying doctors told her she would be carrying the baby to bury the baby.??                    In a statement to CNN on Friday, a spokesperson for Woman??s Hospital in Baton Rouge, Caroline Isemann, said the hospital cannot comment on a specific patient but said navigating an unviable pregnancy is extremely complex.                    ??We look at each patient??s individual circumstances and how to remain in compliance with all current state laws to the best of our ability,?? Isemann told CNN. ??Even if a specific diagnosis falls under medically futile exceptions provided by (the Louisiana Department of Health), the laws addressing treatment methods are much more complex and seemingly contradictory.??                   Isemann told the New York Times that Louisiana??s multiple abortion bans, which use different terminology, complicate matters. ??There is currently no guidance on which law controls?? the situation, she said, adding that the hospital was struggling to ensure that a",4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
